internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id
234915180,2016VTBXK016,COMMUNITIES IN SCHOOLS OF THE HEART OF TEXAS,2016-10-01,2019-09-30,900000.0,Department of Justice,Office of Justice Programs,16.320,HEART OF TEXAS HUMAN TRAFFICKING COALITION GRANT APPLICATION,TX,TX76000,252,department-of-justice,ASST_NON_2016VTBXK016_015
234915167,2016VTBXK003,COUNTY OF PALM BEACH,2016-10-01,2019-09-30,900000.0,Department of Justice,Office of Justice Programs,16.320,PALM BEACH COUNTY'S ENHANCED COLLABORATIVE STRATEGY TO COMBAT HUMAN TRAFFICKING,FL,FL76600,252,department-of-justice,ASST_NON_2016VTBXK003_015
231636280,15POVC24GK01104HT,BCFS HEALTH AND HUMAN SERVICES,2024-10-01,2027-09-30,900000.0,Department of Justice,Office of Justice Programs,16.320,"STOP HUMAN TRAFFICKING TASK FORCE (STOP HTTF) WILL CONTINUE THE PARTNERSHIP OF BCFS HEALTH AND HUMAN SERVICES (BCFC HHS) AND SAN ANTONIO POLICE DEPARTMENT (SAPD). STOP HTTFS OTHER LEAD MEMBERSLOCAL USAO AND BEXAR COUNTY DAAND THE CORE MEMBERSHSI, FBI, AND BEXAR COUNTY SOARE COMMITTED TO CONTINUING STOP HTTF EFFORTS. 

STOP HTTF PLANS TO INCREASE ACCESS TO SERVICES AND IDENTIFICATION OF TRAFFICKING SURVIVORS BY COMPLETING A GAP ANALYSIS OF TRAFFICKING SERVICES ALREADY PROVIDED TO IDENTIFY REMAINING NEEDS; ENGAGE UNDERSERVED COMMUNITIES LIKE IMMIGRANT, LGTBQ+, DISABLED, TRIBAL GROUPS, AND UNACCOMPANIED MINORS, A LARGELY MALE POPULATION; AND DEVELOP A TRAINING AND OUTREACH PLAN FOR ADDITIONAL ENGAGEMENT WITH EMPHASIS ON MARGINALIZED AND UNDERSERVED COMMUNITIES.

STOP HTTF WANTS TO INCREASE ARRESTS AND PROSECUTIONS OF TRAFFICKERS BY FOSTERING MORE COLLABORATION BETWEEN LAW ENFORCEMENT AND PROSECUTORS, DEVELOPING A LABOR TRAFFICKING SCREENING TOOL FOR LAW ENFORCEMENT USE, AND LOOKING FOR NEW PROACTIVE INVESTIGATIVE TECHNIQUES TO TARGET TRAFFICKERS.

STOP HTTF WILL ALSO CREATE A LIVED EXPERT COUNCIL TO MAINTAIN A VICTIM-CENTERED AND TRAUMA-INFORMED APPROACH TO VICTIM SERVICES, INVESTIGATIONS, AND PROSECUTIONS. UPDATING PROTOCOLS, HIRING OF A TASK FORCE COORDINATOR, AND CONTINUING TASK FORCE MEETINGS WILL FACILITATE THE OBJECTIVES BY SERVING MORE VICTIMS OF LABOR AND SEX TRAFFICKING, INCREASING ACCESS TO SERVICES FOR THOSE IN UNDERSERVED OR MARGINALIZED COMMUNITIES, AND PROSECUTING MORE TRAFFICKERS.",TX,TX65000,252,department-of-justice,ASST_NON_15POVC24GK01104HT_015
231635954,15POVC24GG00887MINO,"BAYSTATE MEDICAL CENTER, INC.",2024-10-01,2027-09-30,900000.0,Department of Justice,Office of Justice Programs,16.320,"WITH FUNDING THROUGH THE OVC 2024 INTEGRATED SERVICES FOR MINOR VICTIMS OF HUMAN TRAFFICKING BAYSTATE MEDICAL CENTER, INC LOCATED IN SPRINGFIELD, MASSACHUSETTS PROPOSES A PROJECT TITLED ONE MISSION: A COMPREHENSIVE SERVICE PROGRAM FOR VICTIMS OF HUMAN TRAFFICKING (ONE MISSION). THE PRIMARY PURPOSE IS TO EXPAND AND STRENGTHEN TRAUMA-INFORMED VICTIM-CENTERED SERVICES THAT INCLUDES COMPREHENSIVE SCREENING, INDIVIDUALIZED CASE MANAGEMENT, AND EVIDENCE-BASED THERAPEUTIC SERVICES FOR HUMAN TRAFFICKING VICTIMS. THE PRIMARY ACTIVITIES ARE TO 1) IMPROVE AND INCREASE THE TRAUMA-INFORMED SCREENING OF HUMAN TRAFFICKING VICTIM; 2) EXPAND ACCESS TO EVIDENCE-BASED, TRAUMA-INFORMED THERAPEUTIC AND CASE MANAGEMENT SERVICES; 3) INCREASE COMMUNITY-LEVEL ENGAGEMENT THROUGH TRAUMA-INFORMED TRAININGS TO RAISE AWARENESS OF HUMAN TRAFFICKING AND IMPROVE IDENTIFICATION AND REFERRALS FOR SERVICES; AND 4) PROVIDE AND ENHANCE OUTREACH AND INTERAGENCY COLLABORATIONS TO DELIVER A COORDINATED RESPONSE TO MEET TRAFFICKING VICTIMS NEEDS AND EXPAND THE AVAILABILITY OF SERVICES. THE EXPECTED OUTCOMES ARE AN INCREASE IN SCREENING PRACTICES, RESULTING IN A 10% INCREASE IN MALES AND LGBTQ+ VICTIMS IDENTIFIED; SERVING 100 VICTIMS IN YEAR 1 AND 115 VICTIMS IN YEARS 2 AND 3; PROVIDE 2500 SERVICES PROVISION UNITS THROUGH ONGOING CASE MANAGEMENT, ADVOCACY AND ACCOMPANIMENT, EXPLANATION OF BENEFITS AND SOCIAL SERVICE ADVOCACY, INFORMATION AND REFERRALS, EDUCATION, LIFE SKILLS BUILDING, AS WELL AS EMOTIONAL/MORAL SUPPORT; TRAUMA-INFORMED THERAPY OFFERED TO ALL VICTIMS IN NEED WITH A TARGET OF SERVING 30 VICTIMS A YEAR THROUGH INDIVIDUAL THERAPY/MENTAL HEALTH SERVICES, CRISIS INTERVENTION, AND SAFETY PLANNING; PROVIDING 10 TRAININGS A YEAR TO EDUCATE 1000 PROFESSIONALS OVER THE COURSE OF THE PROGRAM; AND PROVIDING TEN OUTREACH ACTIVITIES TO INCREASE AWARENESS OF SERVICES, WITH A SPECIAL FOCUS ON AGENCIES/ORGANIZATIONS THAT CAN BETTER SUPPORT MALES, LGBTQ+, AND LABOR TRAFFICKING. THE GEOGRAPHIC SERVICE AREA IS HAMPDEN COUNTY IN THE STATE OF MASSACHUSETTS WITH A TARGET AUDIENCE OF MINOR VICTIMS OF HUMAN TRAFFICKING AGES 0-17, AND THEIR FAMILIES, WITH FOCUS ON SPECIALTY POPULATIONS TO INCLUDE: MALES AND LGBTQ+ YOUTH, AND LABOR TRAFFICKING. THERE ARE NO SUBRECIPIENTS FOR THIS AWARD.",MA,MA67000,252,department-of-justice,ASST_NON_15POVC24GG00887MINO_015
231634625,15POVC21GG04004MINO,"CONNECTICUT INSTITUTE FOR REFUGEES AND IMMIGRANTS, INC",2021-10-01,2026-09-30,900000.0,Department of Justice,Office of Justice Programs,16.320,"CIRI'S PROJECT TO INCREASE THE AVAILABILITY OF EXPERT TRAUMA INFORMED WRAP AROUND SERVICES, WITH A FOCUS ON UNDERSERVED GEOGRAPHIES, UNACCOMPANIED MINORS, AND IMPROVING CURRENT SYSTEMS OF CARE.",CT,CT08000,252,department-of-justice,ASST_NON_15POVC21GG04004MINO_015
234938968,2019VTBXK033,COMM OF MASS DEPT OF THE ATTORNEY GENERAL,2019-10-01,2022-09-30,899998.0,Department of Justice,Office of Justice Programs,16.320,MASSACHUSETTS TASK FORCE TO COMBAT HUMAN TRAFFICKING,MA,MA07000,252,department-of-justice,ASST_NON_2019VTBXK033_015
234938959,2019VTBXK020,COUNTY OF TULARE,2019-10-01,2022-09-30,899737.0,Department of Justice,Office of Justice Programs,16.320,TULARE COUNTY HUMAN TRAFFICKING TASK FORCE,CA,CA82954,252,department-of-justice,ASST_NON_2019VTBXK020_015
234938952,2019VTBXK011,DIGNITY HEALTH FOUNDATION,2020-01-01,2022-12-31,899311.0,Department of Justice,Office of Justice Programs,16.320,SURVIVOR ADVOCATES IN HEALTHCARE,CA,CA67000,252,department-of-justice,ASST_NON_2019VTBXK011_015
234931247,2018VTBXK085,ATTORNEY GENERAL UTAH OFFICE OF,2018-10-01,2021-09-30,899058.0,Department of Justice,Office of Justice Programs,16.320,UTAH TRAFFICKING IN PERSONS TASK FORCE,UT,UT67000,252,department-of-justice,ASST_NON_2018VTBXK085_015
234906321,2015VTBXK007,SOJOURNER FAMILY PEACE CENTER INC,2015-10-01,2019-09-30,897595.5,Department of Justice,Office of Justice Programs,16.320,MILWAUKEE JOINT HUMAN TRAFFICKING TASK FORCE,WI,WI53000,252,department-of-justice,ASST_NON_2015VTBXK007_015
234938945,2019VTBXK002,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2019-10-01,2022-09-30,897155.0,Department of Justice,Office of Justice Programs,16.320,SOUTHERN NEVADA ENHANCED COLLABORATIVE TASK FORCE,NV,NV40000,252,department-of-justice,ASST_NON_2019VTBXK002_015
234938915,2019VTBX0083,LAKE COUNTY CRISIS CENTER FOR THE PREVENTION & TREATMENT OF DOMESTIC VIOLENCE INC,2020-01-01,2022-12-31,896383.0,Department of Justice,Office of Justice Programs,16.320,A SAFE PLACE HUMAN TRAFFICKING PROGRAM,IL,IL84220,252,department-of-justice,ASST_NON_2019VTBX0083_015
234938969,2019VTBXK034,"INTERNATIONAL RESCUE COMMITTEE, INC.",2019-10-01,2022-09-30,895244.0,Department of Justice,Office of Justice Programs,16.320,CENTRAL ARIZONA UNITED TO STOP EXPLOITATION (CAUSE),AZ,AZ27820,252,department-of-justice,ASST_NON_2019VTBXK034_015
234915184,2016VTBXK020,THE SALVATION ARMY,2016-10-01,2019-12-31,890277.07,Department of Justice,Office of Justice Programs,16.320,SOUTHERN NEVADA ENHANCED TASK FORCE COLLABORATION,NV,NV40000,252,department-of-justice,ASST_NON_2016VTBXK020_015
234938965,2019VTBXK030,COMMUNITY ACTION AGAINST RAPE,2019-10-01,2022-09-30,889015.0,Department of Justice,Office of Justice Programs,16.320,RESOURCES AND INTEGRATION FOR SURVIVOR EMPOWERMENT (R.I.S.E.),NV,NV40000,252,department-of-justice,ASST_NON_2019VTBXK030_015
234931197,2018VTBXK016,AMERICAN UNIVERSITY,2018-10-01,2022-02-28,888117.24,Department of Justice,Office of Justice Programs,16.320,MOSAICS: MAXIMIZING OVC''S SURVIVOR ASSISTANCE IN COURT SETTINGS,DC,DC50000,252,department-of-justice,ASST_NON_2018VTBXK016_015
234938932,2019VTBX0103,"CONNECTICUT INSTITUTE FOR REFUGEES AND IMMIGRANTS, INC",2020-01-01,2024-06-30,886999.0,Department of Justice,Office of Justice Programs,16.320,PROJECT RESCUE - ANTI TRAFFICKING PROGRAM FOR FOREIGN BORN AND DOMESTIC BORN VICTIMS OF HUMAN TRAFFICKING IN CONNECTICUT,CT,CT08000,252,department-of-justice,ASST_NON_2019VTBX0103_015
231636204,15POVC24GG01812HT,INTERNATIONAL INSTITUTE OF MINNESOTA,2024-10-01,2027-09-30,886884.0,Department of Justice,Office of Justice Programs,16.320,"THROUGH THIS AWARD, THE INTERNATIONAL INSTITUTE OF MINNESOTA (IIMN) WILL PROVIDE COMPREHENSIVE CASE MANAGEMENT AND SUPPORT SERVICES TO FOREIGN-BORN LABOR AND SEX HUMAN TRAFFICKING VICTIM-SURVIVORS IN HENNEPIN AND RAMSEY COUNTIES IN MINNESOTA. IIMNS ANTI-TRAFFICKING PROGRAM OFFERS CULTURALLY SENSITIVE AND TRAUMA-INFORMED SERVICES TO CLIENTS, EMOTIONAL AND MORAL SUPPORT, ACCESS TO JUSTICE, AND PATHWAYS TO SELF-SUFFICIENCY THROUGH CLIENT-INFORMED SERVICE PLANS. IIMN WILL PROVIDE DIRECT SERVICES FOR INFORMATION AND REFERRAL; PERSONAL ADVOCACY AND ACCOMPANIMENT; EMOTIONAL SUPPORT, SAFETY, AND HEALTH SERVICES; CRIMINAL AND CIVIL JUSTICE SYSTEM ASSISTANCE; AND EDUCATION, EMPLOYMENT, AND SKILL BUILDING. ADDITIONALLY, MANY SERVICES ARE INTEGRATED WITH OTHER IIMN PROGRAMS, INCLUDING IMMIGRATION SERVICES, CAREER PATHWAY PROGRAMS, AND ENGLISH LANGUAGE CLASSES, AND COMMUNITY PARTNERS WILL PROVIDE ADDITIONAL SERVICES THAT COMPLEMENT THE HOLISTIC SUPPORT SYSTEM FOR VICTIM SURVIVORS. FOR THIS PROJECT, THE ADVOCATES FOR HUMAN RIGHTS AND MID-MINNESOTA LEGAL AID WILL PROVIDE LEGAL SERVICES PARTNERSHIPS TO ALLOW VICTIM-SURVIVORS TO ACCESS EXTENDED LEGAL SERVICES OR SPECIALIZED LEGAL ASSISTANCE. COMMUNITY NONPROFITS AND STATE AND LOCAL AGENCIES WILL CONTINUE TO REFER FOREIGN-BORN VICTIM-SURVIVORS TO IIMN FOR TRAUMA-INFORMED CASE MANAGEMENT SERVICES AND IIMN WILL CONDUCT COMMUNITY PRESENTATIONS ON HOW TO CONNECT VICTIM-SURVIVORS TO IIMN FOR HELP. ADDITIONALLY, IIMN WILL CONTINUE TO CONDUCT MORE OUTREACH AND FORM DEEPER CONNECTIONS WITH LATINX COMMUNITY ORGANIZATIONS, LABOR ORGANIZATIONS, AND LAW ENFORCEMENT AGENCIES AS WELL AS CULTIVATE PARTNERSHIPS TO IDENTIFY ADDITIONAL REFERRAL RESOURCES FOR CLIENTS, INCLUDING MENTAL HEALTH PROVIDERS.",MN,MN58000,252,department-of-justice,ASST_NON_15POVC24GG01812HT_015
231635723,15POVC23GG04098HT,FRIENDS OF FARMWORKERS INC,2023-10-01,2027-03-31,884777.0,Department of Justice,Office of Justice Programs,16.320,"JUSTICE AT WORK (JAW) PROPOSES TO ENHANCE THE QUALITY AND QUANTITY OF COMPREHENSIVE SERVICES AVAILABLE TO VICTIMS OF TRAFFICKING, ESPECIALLY LABOR TRAFFICKING, ACROSS THE STATE OF PENNSYLVANIA. WITH THE SUPPORT OF OVC, AND IN PARTNERSHIP WITH LA PUERTA ABRIETA (LPA), JAW WILL PROVIDE CULTURALLY AND LINGUISTICALLY APPROPRIATE SERVICES TO LABOR TRAFFICKING VICTIMS, INCLUDING CIVIL LEGAL AID, INDIVIDUALIZED CASE MANAGEMENT, MENTAL HEALTH SERVICES, COUNSELING ON FINANCIAL MANAGEMENT AND TAX ISSUES, AND TRAINING FOR PARTNER ORGANIZATIONS. JAW PROVIDES COMPETENT STAFF THAT ALL SPEAK SPANISH; A SPECIAL FOCUS ON THE NEEDS OF MALE VICTIMS (AS MOST AVAILABLE RESOURCES CATER TO WOMEN AND CHILDREN); COMPREHENSIVE SUPPORT FOR VICTIMS IN REGARD TO THEIR HEALTH AND WELLBEING, IMMIGRATION SERVICES, AND HOUSING NEEDS; AND ASSISTANCE FORVICTIMS WHO WANT TO PURSUE CIVIL LEGAL REMEDIES AGAINST THEIR TRAFFICKERS. JAW IS ALSO THE ONLY DIRECT LEGAL SERVICES ORGANIZATION OUTSIDE OF PHILADELPHIA THAT SPECIFICALLY SERVES IMMIGRANT CLIENTS ON NON-IMMIGRATION CIVIL LEGAL ISSUES AND DOES NOT ACCEPT LEGAL SERVICES CORPORATION FUNDING. JAWS HISTORY AS A FARMWORKER-SERVING ORGANIZATION HAS REQUIRED THEM TO BUILD A SERVICE MODEL ACCESSIBLE TO CLIENTS IN RURAL AREAS AND AT CONSIDERABLE DISTANCE FROM THEIR OFFICES. THEREFORE, SERVICES WILL SPAN ACROSS THE STATE OF PENNSYLVANIA. JAW WILL CONDUCT OUTREACH IN LOCATIONS AROUND THE STATE, INCLUDING DOOR-TO-DOOR OUTREACH AT FARM LABOR CAMPS AND IN VENUES PROVIDED BY COMMUNITY ORGANIZATIONS, CONSULATES, AND OTHER COLLABORATIVE PARTNERS. THE GOALS FOR THE PROJECT ARE TO: ENHANCE THE QUALITY AND QUANTITY AND GEOGRAPHICAL DISTRIBUTION OF COMPREHENSIVE SERVICES AVAILABLE TO VICTIMS OF HUMAN TRAFFICKING; PROMOTE VICTIM SAFETY AND STABILITY IN THE SHORT-TERM AFTERMATH OF VICTIMIZATION; AND PROVIDE VICTIMS THE OPPORTUNITIES TO DIRECT SERVICES TOWARDS THEIR OWN INDIVIDUALIZED GOALS, INCLUDING INCREASED FEELINGS OF SAFETY AND WELLBEING, INCREASED FEELINGS OF AUTONOMY, AND WORKING TOWARD ECONOMIC SELF-SUFFICIENCY.",PA,PA60000,252,department-of-justice,ASST_NON_15POVC23GG04098HT_015
234931225,2018VTBXK056,"SAFE HORIZON, INC.",2018-10-01,2021-09-30,882588.67,Department of Justice,Office of Justice Programs,16.320,SAFE HORIZON''S ANTI TRAFFICKING PROGRAM - COMPREHENSIVE SERVICES TO HUMAN TRAFFICKING VICTIMS IN NEW YORK CITY,NY,NY51000,252,department-of-justice,ASST_NON_2018VTBXK056_015
231635177,15POVC22GK03287HT,FUTURES WITHOUT VIOLENCE,2022-10-01,2025-09-30,879994.84,Department of Justice,Office of Justice Programs,16.320,"REDUCING OBSTACLES THAT HAVE PREVENTED SURVIVORS AND MARGINALIZED COMMUNITIES  ̶ PARTICULARLY BIPOC AND GENDER-MINORITY SURVIVORS  ̶ FROM ACCESSING QUALITY EDUCATION AND SUSTAINABLE EMPLOYMENT OPPORTUNITIES WILL NOT ONLY HELP SURVIVORS OF TRAFFICKING RECOVER FROM HARM, BUT ALSO PREVENT FUTURE EXPLOITATION BY ADDRESSING THE ECONOMIC CONDITIONS THAT INCREASE VULNERABILITY TO VIOLENCE, ABUSE, AND EXPLOITATION.

FUTURES’ PROMOTING EMPLOYMENT OPPORTUNITIES FOR SURVIVORS OF TRAFFICKING PROJECT (PEOST), WOULD ADDRESS THESE OBSTACLES BY DRAWING FROM EVIDENCE-BASED MODELS WITHIN THE DOMESTIC VIOLENCE, ANTI-POVERTY, AND YOUTH DEVELOPMENT FIELDS TO IDENTIFY AND LIFT UP BEST PRACTICES TO DEVELOP PROGRAMMING THAT RESPONDS TO THE UNIQUE CHALLENGES SURVIVORS OF TRAFFICKING ENCOUNTER. 

PEOST WOULD IMPLEMENT THE FOLLOWING ACTIVITIES TO SUPPORT HUMAN TRAFFICKING SERVICE PROVIDERS AND ALLIED ORGANIZATIONS IN THE HUMAN SERVICES AND WORKFORCE DEVELOPMENT FIELDS:


	PEER ECONOMIC EMPOWERMENT LEARNING COLLABORATIVE
	PARTNERING TO OPEN ECONOMIC PATHWAYS INSTITUTE
	SURVIVOR-LED EMPLOYMENT SUCCESS PROGRAM
	NATIONAL WEBINARS & TECHNICAL ASSISTANCE CALLS
	TARGETED TECHNICAL ASSISTANCE


AS A RESULT OF THIS PROJECT, PEOST ANTICIPATES INCREASED PARTNERSHIPS BETWEEN AND AMONG VICTIM SERVICE PROVIDERS, LOCAL WORKFORCE DEVELOPMENT PROGRAMS, AND EDUCATIONAL INSTITUTIONS; GREATER CAPACITY AMONG VICTIM SERVICE PROVIDERS AND WORKFORCE DEVELOPMENT PROGRAMS TO PROMOTE ACCESS TO QUALITY EMPLOYMENT OPPORTUNITIES FOR SURVIVORS OF TRAFFICKING; AND, EXPANDED ECONOMIC EMPOWERMENT PROGRAMS THAT SUPPORT RESILIENCE AND PREPARE SURVIVORS OF TRAFFICKING FOR SUCCESS WHEN PURSUING THEIR EDUCATION, TRAINING, AND EMPLOYMENT GOALS.",CA,CA67000,252,department-of-justice,ASST_NON_15POVC22GK03287HT_015
231635104,15POVC22GG03747HT,NORTH COUNTY LIFELINE,2022-10-01,2025-09-30,877425.79,Department of Justice,Office of Justice Programs,16.320,"UNDER THIS PROJECT, LIFELINE WILL SUSTAIN ITS EXISTING PROJECT LIFE HOUSING ASSISTANCE PROGRAM IN SAN DIEGO COUNTY, AS WELL AS TO INCREASE ITS CAPACITY BY ONE ADDITIONAL UNIT, CREATING TWO MORE BEDS FOR SINGLE SURVIVORS OR ONE PARENTING SURVIVOR. LIFELINE WILL INCREASE STAFFING, ADDING A FULL-TIME HOUSING NAVIGATOR WHO WILL FOCUS ON IDENTIFYING SAFE, AFFORDABLE HOUSING OPTIONS FOR CLIENTS AND REMOVING BARRIERS TO OBTAINING HOUSING. THE ORGANIZATION ANTICIPATES SERVING APPROXIMATELY 75 TRAFFICKING VICTIMS OVER THE AWARD PERIOD. IN ADDITION TO HOUSING, CLIENTS MAY ELECT TO PARTICIPATE IN SUPPORTIVE SERVICES INCLUDING, BUT NOT LIMITED TO ONGOING CASE MANAGEMENT, MEDICAL AND DENTAL CARE, (LIMITED) LEGAL ASSISTANCE, LITERACY/GED/EDUCATION ASSISTANCE, LGBTQ SERVICES, SUBSTANCE ABUSE TREATMENT, TRAUMA COUNSELING, LIFE SKILLS TRAINING, AND EMPLOYMENT AND FINANCIAL COACHING. LIFELINE WILL ALSO PROVIDE AWARENESS TRAININGS FOR AN ESTIMATED 750 PROFESSIONALS AND COMMUNITY MEMBERS WHO MAY ENCOUNTER VICTIMS THROUGH THEIR LINE OF WORK. LIFELINE WILL PARTNER WITH THE CRIMINAL JUSTICE RESEARCH DIVISION OF THE SAN DIEGO ASSOCIATION OF GOVERNMENTS (SANDAG), WHO WILL ASSIST WITH CONDUCTING A PROCESS AND OUTCOME EVALUATION OF THE PROPOSED PROJECT.",CA,CA82996,252,department-of-justice,ASST_NON_15POVC22GG03747HT_015
231635949,15POVC24GG00882MINO,"NOMI NETWORK, INC.",2024-10-01,2027-09-30,876000.0,Department of Justice,Office of Justice Programs,16.320,"WITH FUNDING THROUGH THE OVC 2024 INTEGRATED SERVICES FOR MINOR VICTIMS OF HUMAN TRAFFICKING, NOMI NETWORK INC LOCATED IN DALLAS, TEXAS PROPOSES A PROJECT TITLED COMPREHENSIVE SERVICES TO MINOR VICTIMS OF HUMAN TRAFFICKING. THE PRIMARY PURPOSE IS TO INCREASE VICTIM IDENTIFICATION, ESPECIALLY WITH MALE VICTIMS AND LABOR TRAFFICKING VICTIMS, AND ENHANCE AND EXPAND TRAUMA-INFORMED, CULTURALLY RESPONSIVE WORKFORCE DEVELOPMENT AND CASE MANAGEMENT TO MINOR VICTIMS OF HUMAN TRAFFICKING. THE PRIMARY ACTIVITIES INCLUDE ESTABLISHING PARTNERSHIPS TO EXPAND ACCESS TO SERVICES FOR MALE YOUTH VICTIMS OF HUMAN TRAFFICKING, EXPANDING DALLAS COUNTYS REFERRAL NETWORK TO INCREASE IDENTIFICATION OF MINOR VICTIMS OF HUMAN TRAFFICKING, REFERRAL TO APPROPRIATE SERVICES TO MEET THEIR NEEDS AND SELF-IDENTIFIED GOALS, DELIVERING SOCIAL/EMOTIONAL SKILL AND WORKFORCE DEVELOPMENT VIA NOMIS KNOW ME AND KNOW MY FUTURE CURRICULA, HOSTING EDUCATION AND WORKFORCE EXPOSURE EVENTS, PROVIDING INDIVIDUALIZED WRAPAROUND CASE MANAGEMENT AND REFERRAL SUPPORT, AND OTHER ESSENTIAL SERVICES TO REDUCE BARRIERS TO PARTICIPATION AND MEET BASIC NEEDS. THE EXPECTED OUTCOMES INCLUDE PROVISION OF SERVICES WITH 180YOUTH, GROWTH IN THE NUMBER OF REFERRAL AND SERVICE-DELIVERY PARTNERSHIPS, INCLUDING NEWLY ESTABLISHED EMPLOYER PARTNERSHIPS, AND PARTICIPANT OUTCOMES INCLUDING INCREASED CONFIDENCE, SELF-AGENCY, NETWORKS OF SUPPORT, AND ECONOMIC MOBILITY. SUBRECIPIENT ACTIVITIES INCLUDE PROVIDING CASE MANAGEMENT SERVICES TO MALE YOUTH VICTIMS OF HUMAN TRAFFICKING.THE GEOGRAPHIC SERVICE AREA IS DALLAS COUNTY WITH A TARGET AUDIENCE OF MINOR VICTIMS OF HUMAN TRAFFICKING. THE SUBRECIPIENTS INCLUDE CASE MANAGEMENT SERVICES TO MALE VICTIMS OF HUMAN TRAFFICKING AND AN MOU WITH IMPACT RISING LLC, TO SUPPORT IMPACT MEASUREMENT, EVALUATION, AND CONTINUOUS IMPROVEMENT FOR THE DURATION OF THE PROJECT.",TX,TX19000,252,department-of-justice,ASST_NON_15POVC24GG00882MINO_015
231635131,15POVC22GG03798HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2022-10-01,2025-09-30,870084.0,Department of Justice,Office of Justice Programs,16.320,"THE INTERNATIONAL RESCUE COMMITTEE IN PHOENIX, ARIZONA (IRC PHX), IN PARTNERSHIP WITH THE PHOENIX DREAM CENTER (PDC) AND STREETLIGHTUSA (SLUSA), PROPOSES TO ENHANCE QUALITY OF, AND ACCESS TO, SERVICES FOR VICTIMS OF ALL FORMS OF HUMAN TRAFFICKING IN MARICOPA COUNTY, ARIZONA. THE GOAL OF THESE SERVICES IS TO STRENGTHEN VICTIM SERVICE PROGRAMS FOR VICTIMS OF HUMAN TRAFFICKING IN MARICOPA COUNTY UTILIZING A TRAUMA-INFORMED, STRENGTHS-BASED, AND DEVELOPMENTALLY APPROPRIATE APPROACH. THE OBJECTIVE OF SERVICES IS TO ACHIEVE INCREASED SAFETY, INDEPENDENCE, SELF-SUFFICIENCY, AND WELL-BEING FOR VICTIMS OF ALL FORMS OF HUMAN TRAFFICKING. THE IRC PHX PRIMARILY SERVES FOREIGN BORN TRAFFICKING VICTIMS, BUT THROUGH THIS PROJECT WILL SERVE BOTH DOMESTIC AND FOREIGN VICTIMS OF TRAFFICKING. THIS PROJECT WILL PROVIDE GREATER ACCESS TO SERVICES FOR UNDERSERVED AND HISTORICALLY MARGINALIZED POPULATIONS INCLUDING SURVIVORS WHO ARE HOMELESS, LGBTQIA+, DISCONNECTED, PART OF A RACIAL MINORITY, SECOND-GENERATION IMMIGRANTS, NATIVE, OR CHILDREN OF SURVIVORS OF TRAFFICKING. THIS PROJECT WILL ALSO ADDRESS BARRIERS INCLUDING LACK OF SERVICES IN GENERAL, LACK OF CULTURALLY AND LINGUISTICALLY APPROPRIATE SERVICES AND LACK OF SERVICES THAT FACTOR IN THE UNDERSTANDING AND NEEDS OF SERVICES FOR SURVIVORS. THE GOAL OF SERVICES IS TO ACHIEVE INCREASED SAFETY, INDEPENDENCE, SELF-SUFFICIENCY, AND WELL-BEING FOR VICTIMS OF TRAFFICKING. SPECIFIC OBJECTIVES ARE: 1) PROVIDE SERVICES TO MEET THE INDIVIDUALIZED NEEDS OF VICTIMS OF HUMAN TRAFFICKING; 2) COLLABORATE WITH AND TRAIN LOCAL PARTNERS TO ENSURE TRAFFICKING VICTIMS ARE PROPERLY IDENTIFIED AND REFERRED FOR APPROPRIATE SERVICES; 3) PROVIDE ASSISTANCE OR REFERRALS TO OTHER ESSENTIAL SERVICES FOR VICTIMS OF HUMAN TRAFFICKING; AND 4) COLLECT DATA AND PARTICIPATE IN ASSESSMENT ACTIVITIES TO DETERMINE IF THE PROGRAM IS MEETING THE STATED GOALS AND OBJECTIVES.",AZ,AZ27820,252,department-of-justice,ASST_NON_15POVC22GG03798HT_015
234950433,2020VTBXK019,DEPARTMENT OF JUSTICE CALIFORNIA,2020-10-01,2024-09-30,865008.21,Department of Justice,Office of Justice Programs,16.320,ENHANCE THE LAW ENFORCEMENT TO IDENTIFY VICTIMS AND PROVIDE JUSTICE FOR THOSE VICTIMS THROUGH INVESTIGATION AND PROSECUTION OF THEIR TRAFFICKERS.,CA,CA64000,252,department-of-justice,ASST_NON_2020VTBXK019_015
234938916,2019VTBX0084,THE SALVATION ARMY,2020-01-01,2024-09-30,856983.0,Department of Justice,Office of Justice Programs,16.320,DIRECT SERVICES FOR HUMAN TRAFFICKING SURVIVORS IN SOUTHWEST OHIO - PURPOSE AREA 1; FOCUS AREA 2,NY,NY80599,252,department-of-justice,ASST_NON_2019VTBX0084_015
