internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id
231635087,15POVC22GG03691HT,"YOUNG MENS CHRISTIAN ASSOCIATION OF THE GREATER HOUSTON AREA, INC",2022-10-01,2026-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,"THE YMCA OF GREATER HOUSTON (YMCA HOUSTON) WILL PROVIDE HOUSING INTERVENTIONS AND APPROPRIATE TRAUMA-INFORMED, VICTIM-CENTERED SUPPORT SERVICES THAT WILL HELP CLIENT VICTIMS OF HUMAN TRAFFICKING ACHIEVE SAFE, STABLE HOUSING IN THE GREATER HOUSTON AREA (HARRIS, FORT BEND, MONTGOMERY, GALVESTON, WALLER, BRAZORIA, LIBERTY, AUSTIN, AND CHAMBERS COUNTIES). THE PROGRAM’S ULTIMATE GOAL IS TO PROVIDE VICTIMS CASE MANAGEMENT AND EMERGENCY/TRANSITIONAL HOUSING SUPPORT SERVICES TO ACHIEVE HOUSING STABILITY, ECONOMIC SECURITY, AND THE SOCIAL-EMOTIONAL SUPPORT THEY NEED TO THRIVE. THROUGH THE PROPOSED TRAFFICKED PERSONS HOUSING ASSISTANCE PROGRAM, VICTIMS OF HUMAN TRAFFICKING WILL WORK WITH A YMCA HOUSTON HOUSING SPECIALIST TO DETERMINE A HOUSING PLAN THAT MEETS VICTIMS' NEEDS.  A YMCA HOUSTON EMPLOYMENT CASE MANAGER MAY BE ASSIGNED TO HELP VICTIMS LOCATE POTENTIAL JOB OPPORTUNITIES AND PREPARE THEM FOR FULL EMPLOYMENT. YMCA HOUSTON WILL WORK WITH A  DIVERSE COALITION OF PARTNERS TO PROVIDE TRANSITIONAL HOUSING AND VICTIM-CENTERED, CULTURALLY RESPONSIVE SUPPORT SERVICES, AS WELL AS  ENGLISH AS A SECOND LANGUAGE CLASSES, CULTURAL ORIENTATION CLASSES, JOB READINESS TRAINING, AND VOCATIONAL TRAINING.",TX,TX35000,252,department-of-justice,ASST_NON_15POVC22GG03691HT_015
231635081,15POVC22GG03680HT,RUBY'S PLACE,2022-10-01,2026-03-31,800000.0,Department of Justice,Office of Justice Programs,16.320,"RUBY'S PLACE IS A SURVIVOR-LED VICTIM’S SERVICES AGENCY LOCATED IN ALAMEDA COUNTY, CALIFORNIA. THROUGH ITS  HOUSE OF ACCEPTANCE PROGRAM, RUBY'S PLACE WILL PROVIDE SAFE, STABLE HOUSING AND APPROPRIATE TRAUMA-INFORMED, VICTIM-CENTERED SERVICES IN A COLLABORATIVE, COORDINATED AND COMPREHENSIVE SERVICES MODEL.  HOUSE OF ACCEPTANCE OFFERS TRANSITIONAL HOUSING UP TO 24 MONTHS FOR TRANSGENDER WOMEN WHO HAVE BEEN VICTIMS OF HUMAN TRAFFICKING. VICTIMS RESIDING AT HOUSE OF ACCEPTANCE ARE OFFERED SUPPORT IN SECURING PERMANENT HOUSING, SECURING EMPLOYMENT OR FURTHER EDUCATION, AND SUPPORTIVE SERVICES SUCH AS CASE MANAGEMENT, NO-COST CLINICAL MENTAL HEALTH SUPPORT, TRANSPORTATION, CHILDCARE SERVICES, MEANINGFUL ACCESS TO LANGUAGE ASSISTANCE, AND OTHER SUPPORTS AS REQUIRED. UNDER THIS FUNDING, RUBY'S PLACE SEEKS TO CONTINUE TO OPERATE THIS SUCCESSFUL AND NEEDED PROGRAM, TO EXPAND ITS SIZE FROM FOUR TO EIGHT BEDS, AND TO ENHANCE SUPPORTIVE SERVICES WITH AN ON-SITE LGBTQ SPECIALIST CLINICIAN.",CA,CA11964,252,department-of-justice,ASST_NON_15POVC22GG03680HT_015
231635080,15POVC22GG03678HT,LIFE-LINK INC,2022-10-01,2025-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,"THE LIFE LINK IS A COMMUNITY MENTAL HEALTH CENTER IN SANTA FE, NEW MEXICO, THAT WORKS EXTENSIVELY WITH HUMAN TRAFFICKING (HT) SURVIVORS. THROUGH ITS SOJOURN HOME PROGRAM, A RAPID REHOUSING MODEL WILL BE IMPLEMENTED IN WHICH HT VICTIMS THROUGHOUT NEW MEXICO WILL BE PROVIDED WITH HOUSING ASSISTANCE VIA EMERGENCY SHELTER (SAFE HOUSE APARTMENTS) AND TRANSITIONAL HOUSING, AS WELL AS SUPPORTIVE SERVICES TO PROVIDE STABILITY AND MOVE AS QUICKLY AS POSSIBLE INTO PERMANENT HOUSING.  SURVIVORS OF SEX AND LABOR TRAFFICKING WILL BE SERVED USING VICTIM-CENTERED, TRAUMA-INFORMED, AND RIGHTS-BASED APPROACHES. COMPREHENSIVE SERVICES WILL BE OFFERED THROUGH IN-HOUSE SERVICES AND COLLABORATIVE, COORDINATED COMMUNITY PARTNERSHIPS TO ADDRESS THE FULL SPECTRUM NEEDS OF SURVIVORS IN ORDER TO INCREASE AUTONOMY, SELF-SUFFICIENCY, AND INCREASED SAFETY AND WELL-BEING.",NM,NM70500,252,department-of-justice,ASST_NON_15POVC22GG03678HT_015
231635077,15POVC22GG03672HT,ALASKA HOUSING FINANCE CORP,2022-10-01,2026-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,"ALASKA HOUSING FINANCE CORPORATION (AHFC) WILL CONTINUE THE DEVELOPMENT OF A RURAL RESPONSE TO HUMAN TRAFFICKING IN ALASKA. AHFC WILL PARTNER WITH INTERIOR ALASKA CENTER FOR NONVIOLENT LIVING (IAC) IN FAIRBANKS AND MAT-SU YOUTH HOUSING (MYH) IN WASILLA TO SERVE ADULT AND YOUTH VICTIMS OF HUMAN TRAFFICKING. ADDITIONALLY, AHFC WILL WORK WITH MYH AND IAC TO ESTABLISH COMMUNITY AWARENESS AND RESPONSES TO HUMAN TRAFFICKING IN OTHER RURAL AREAS OF THE STATE. FINALLY AHFC WILL USE GRANT FUNDS TO HIRE A THIRD RURAL HOUSING NAVIGATOR TO RESPOND TO SMALL COMMUNITY REQUESTS USING REMOTE ASSISTANCE AND LOCAL CONNECTIONS TO HELP VICTIMS WHERE THEY ARE WITHOUT THE NEED FOR THE VICTIMS TO TRAVEL TO A HUB COMMUNITY.",AK,AK03000,252,department-of-justice,ASST_NON_15POVC22GG03672HT_015
231635074,15POVC22GG03666MINO,SAN DIEGO YOUTH SERVICES,2022-10-01,2025-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,"SAN DIEGO YOUTH SERVICES WILL PROVIDE FLEXIBLE SHORT TERM HOUSING ASSISTANCE (STHA) AND TRANSITIONAL HOUSING (TH) WITH CULTURALLY APPROPRIATE, SURVIVOR-CENTERED SERVICES FOR TRANSITIONAL AGE YOUTH WHO HAVE EXPERIENCED SEX TRAFFICKING/COMMERCIAL SEXUAL EXPLOITATION (ST/CSE), EMPHASIZING UNDERSERVED REFUGEE POPULATIONS, ESPECIALLY THOSE FROM EAST AFRICAN, MIDDLE EASTERN, CENTRAL AND SOUTH ASIAN, SLAVIC, AND HAITIAN BACKGROUNDS, IN SAN DIEGO COUNTY. IN PARTNERSHIP SAN DIEGO REFUGEE COMMUNITIES COALITION (SDRCC), A COLLECTIVE OF 12 ETHNIC-COMMUNITY BASED ORGANIZATIONS SERVING REFUGEES, ASYLUM SEEKERS, AND THEIR FAMILIES, SAN DIEGO YOUTH SERVICES WILL PROVIDE: 1)  FLEXIBLE, HYBRID STHA AND TH FOR 24  SURVIVORS BETWEEN 16- TO 25-YEARS-OLD WITH CULTURALLY APPROPRIATE, STRENGTHS-BASED, SURVIVOR-DRIVEN ASSESSMENTS, SERVICE PLANS, CASE MANAGEMENT, LINKAGES, AND FOLLOW-UP SUPPORT;  2) LINKAGES TO COMMUNITY RESOURCES AND SERVICES, INCLUDING SDRCC-MEMBER CULTURALLY SPECIFIC SUPPORTS, EMPLOYMENT AND EDUCATION SERVICES, AND PERMANENT HOUSING; 3) ASSESSMENT OF REFUGEE COMMUNITIES RISKS AND NEEDS FOR HUMAN TRAFFICKING (HT) TO DEVELOP A SAN DIEGO-SPECIFIC REFUGEE HT CURRICULA DELIVERED TO 360 INDIVIDUALS; 4) TRAIN SDRCC MEMBER STAFF ON SCREENING, ASSESSMENT, AND REFERRALS OF ST/CSE SURVIVORS; SDRCC WILL TRAIN SDYS ON REFUGEE NEEDS, STRENGTHS, AND CULTURAL RESOURCES; 5) LANGUAGE-SPECIFIC TRAFFICKING MATERIALS (RUSSIAN, HAITIAN CREOLE, ARABIC, BURMESE/KAREN, DARI/PASHTO).",CA,CA66000,252,department-of-justice,ASST_NON_15POVC22GG03666MINO_015
231634653,15POVC21GG04230HT,"ASCENTRIA COMMUNITY SERVICES, INC",2021-10-01,2025-03-31,800000.0,Department of Justice,Office of Justice Programs,16.320,ENHANCED SERVICES FOR VICTIMS OF HUMAN TRAFFICKING PROGRAM,MA,MA82000,252,department-of-justice,ASST_NON_15POVC21GG04230HT_015
231634651,15POVC21GG04225HT,THE SALVATION ARMY,2021-10-01,2025-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,ENHANCING SERVICES TO SURVIVORS OF HUMAN TRAFFICKING,NY,NY80599,252,department-of-justice,ASST_NON_15POVC21GG04225HT_015
231634648,15POVC21GG04219HT,COALITION TO ABOLISH SLAVERY & TRAFFICKING,2021-10-01,2024-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,MEETING THE COMPREHENSIVE SERVICE NEEDS OF VICTIMS OF HUMAN TRAFFICKING IN LOS ANGELES,CA,CA44000,252,department-of-justice,ASST_NON_15POVC21GG04219HT_015
231634641,15POVC21GG04206HT,COMMONSPIRIT HEALTH,2021-10-01,2024-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,MEDICAL SAFE HAVEN PROGRAM FOR SURVIVORS OF HUMAN TRAFFICKING,IL,IL14000,252,department-of-justice,ASST_NON_15POVC21GG04206HT_015
231634640,15POVC21GG04204HT,UNIVERSITY OF MIAMI,2021-10-01,2024-09-30,800000.0,Department of Justice,Office of Justice Programs,16.320,SURVIVOR MOTHERS Â AN ENHANCED THRIVE MODEL OF CARE FOR SURVIVOR MOTHERS AND INFANTS,FL,FL45000,252,department-of-justice,ASST_NON_15POVC21GG04204HT_015
231635138,15POVC22GG03880HT,"KRISTI HOUSE, INC.",2022-10-01,2026-03-31,799999.0,Department of Justice,Office of Justice Programs,16.320,"KRISTI HOUSE, INC., WHICH OPERATES PROJECT GOLD FOR GIRLS AND YOUNG WOMEN IN MIAMI-DADE COUNTY OVERCOMING SEX TRAFFICKING, PROPOSES EXPANSION AND ENHANCEMENT OF ITS EDUCATION, JOB TRAINING AND CAREER DEVELOPMENT TRACK, BRIDGES TO THE FUTURE. THROUGH THIS PROJECT, THE ORGANIZATION WILL USE A MULTI-PRONGED APPROACH TO EXPOSE PROGRAM PARTICIPANTS TO THE PEOPLE AND PLACES INVOLVED IN JOBS AND CAREERS OF INTEREST. SPECIAL EMPHASIS WILL BE PLACED ON PROVIDING UNIQUE OPPORTUNITIES FOR INTERACTION, AS WELL PARTICIPATION IN JOB/CAREER FAIRS, CAMPUS AND COMPANY TOURS, AND INTERNSHIP OPPORTUNITIES. MANY DIVERSE WOMEN LEADERS AND PROFESSIONALS WILL ASSIST IN ENABLING PARTICIPANTS TO LEARN ABOUT CAREERS FIRSTHAND THROUGH PRESENTATIONS AND DIALOG. THE ORGANIZATION WILL OFFER TRAINING ON COMMERCIAL EXPLOITATION OF CHILDREN AND HUMAN TRAFFICKING TO COMMUNITY SERVICE PROVIDERS. THE ORGANIZATION WILL ALSO PROVIDE SPECIALIZED TRAINING ON HUMAN TRAFFICKING OF BOYS AND MEN AND LGBTQ+ INDIVIDUALS. THE ORGANIZATION ANTICIPATES A MINIMUM OF 100 FEMALE SURVIVORS, PRIMARILY AGES 16 TO 24, WILL PARTICIPATE IN BRIDGES TO THE FUTURE PROGRAM, AND AT LEAST 7,500 PROFESSIONALS FROM SERVICE PROVIDER AGENCIES AND LOCAL PARTNERS WILL PARTICIPATE IN HUMAN TRAFFICKING EDUCATION AND TRAINING PROGRAMS.",FL,FL45000,252,department-of-justice,ASST_NON_15POVC22GG03880HT_015
231635091,15POVC22GG03698HT,MOUNTAIN-PLAINS YOUTH SERVICES COALITION,2022-10-01,2025-09-30,799998.0,Department of Justice,Office of Justice Programs,16.320,"MOUNTAIN PLAINS YOUTH SERVICES, INC. (DBA YOUTHWORKS) PROVIDES ANTI-TRAFFICKING SERVICES THROUGHOUT NORTH DAKOTA TO RUNAWAY, HOMELESS, TRAFFICKED AND STREET YOUTH (RHTSY). UNDER THIS GRANT, YOUTHWORKS WILL OFFER A SPECIALIZED HOUSING PROGRAM FOR IDENTIFIED SURVIVORS OF HUMAN TRAFFICKING, AGED 18-24. ANNUALLY, THE PROJECT WILL PROVIDE 15 YOUTH SURVIVORS WITH RAPID RE-HOUSING AND SUPPORTIVE SERVICES AND 10 YOUTH SURVIVORS WILL BE HOUSED IN TRANSITIONAL HOUSING. THE PROGRAM DESIGN WILL INCLUDE: TWO HUMAN TRAFFICKING HOUSING NAVIGATOR (HTHN) POSITIONS AND TRANSITIONAL HOUSING UNITS IN BISMARCK AND FARGO. HTHNS WILL BE RESPONSIBLE FOR INTAKE, ELIGIBILITY SCREENING AND ASSESSMENT, AND SUPPORT SERVICES TO ENABLE SURVIVORS OF HUMAN TRAFFICKING AND THEIR DEPENDENTS TO LOCATE AND SECURE PERMANENT HOUSING AND EMPLOYMENT, AND INTEGRATE INTO THE COMMUNITY.",ND,ND07200,252,department-of-justice,ASST_NON_15POVC22GG03698HT_015
231635710,15POVC23GG04084HT,COALITION TO ABOLISH SLAVERY & TRAFFICKING,2023-10-01,2026-09-30,799967.0,Department of Justice,Office of Justice Programs,16.320,"THE COALITION TO ABOLISH SLAVERY AND TRAFFICKING (CAST) WILL PROVIDE COMPREHENSIVE LEGAL SERVICES TO SURVIVORS IN LOS ANGELES COUNTY IN CALIFORNIA. THE PROJECT GOAL IS TO ENSURE THAT CAST AND ITS PARTNERS HAVE THE CAPACITY AND SKILLS TO RESPOND TO THE SPECIALIZED, COMPREHENSIVE LEGAL NEEDS OF VICTIMS OF ALL FORM OF HUMAN TRAFFICKING IN LOS ANGELES. THE OBJECTIVES ARE TO PROVIDE COMPREHENSIVE LEGAL SERVICES TO VICTIMS OF HUMAN TRAFFICKING; COLLABORATE WITH FEDERAL, STATE, AND LOCAL LAW ENFORCEMENT, LOCAL SERVICE PROVIDERS, AND COMMUNITY- AND FAITH-BASED ORGANIZATIONS TO ENSURE TRAFFICKING VICTIMS ARE IDENTIFIED AND REFERRED FOR APPROPRIATE SERVICES; AND CONDUCT TRAINING FOR COMPLEMENTARY SERVICE PROVIDERS AND PRO BONO PARTNERS TO IMPROVE THEIR KNOWLEDGE OF HUMAN TRAFFICKING AND THEIR ABILITY TO IDENTIFY AND RESPOND TO VICTIMS. CAST HAS EXPERIENCE WORKING WITH DIVERSE POPULATIONS OF TRAFFICKING VICTIMS, PROMOTING RACIAL EQUITY, AND CONTRIBUTING TO ACCESS TO SERVICES FOR COMMUNITIES THAT HAVE BEEN HISTORICALLY UNDERSERVED, MARGINALIZED, AND ADVERSELY AFFECTED BY INEQUALITY.CAST ALSO OFFERS EXTENSIVE TRAINING TO ITS STAFF ON DELIVERING SERVICES WITH THE GOAL OF RACIAL EQUITY AND BUILDS PARTNERSHIPS WITH GRASSROOTS ORGANIZATIONS IN COMMUNITIES OF COLOR TO INCREASE THE RATE OF VICTIM IDENTIFICATION AMONG THEM.",CA,CA44000,252,department-of-justice,ASST_NON_15POVC23GG04084HT_015
231634639,15POVC21GG04202HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2021-10-01,2025-03-31,799949.0,Department of Justice,Office of Justice Programs,16.320,IRC IN MIAMI'S ANTI-TRAFFICKING PROGRAM,FL,FL45000,252,department-of-justice,ASST_NON_15POVC21GG04202HT_015
234938951,2019VTBXK010,TENNESSEE BUREAU OF INVESTIGATION,2019-10-01,2023-09-30,799948.8,Department of Justice,Office of Justice Programs,16.320,TENNESSEE'S HUMAN TRAFFICKING TASK FORCE INITIATIVE - FY 2019,TN,TN52000,252,department-of-justice,ASST_NON_2019VTBXK010_015
231634633,15POVC21GG04186HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2021-10-01,2025-09-30,799945.0,Department of Justice,Office of Justice Programs,16.320,IRC SEATTLE ENHANCING SERVICES FOR VICTIMS OF HUMAN TRAFFICKING,WA,WA63000,252,department-of-justice,ASST_NON_15POVC21GG04186HT_015
231635134,15POVC22GG03819HT,"UNIVERSITY OF MARYLAND, BALTIMORE",2022-10-01,2026-09-30,799878.0,Department of Justice,Office of Justice Programs,16.320,"THE GOAL OF THE SAFE CENTER’S SIRV MODEL IMPLEMENTATION: ESTABLISHING A COMPREHENSIVE HUMAN TRAFFICKING RESPONSE AND SERVICE REFERRAL PATHWAY IN FIVE UNITS OF UNIVERSITY OF MARYLAND CAPITAL REGION MEDICAL CENTER (UM CRMC) IS TO IMPROVE IDENTIFICATION AND RESPONSE TO VICTIMS OF SEX AND LABOR TRAFFICKING IN THE LARGEST NOT-FOR-PROFIT HEALTHCARE SYSTEM IN PRINCE GEORGE’S COUNTY (PG CO) AND SECOND BUSIEST TRAUMA CENTER IN MARYLAND. IN 2019, THE SAFE CENTER PARTNERED WITH THE MARYLAND HOSPITAL ASSOCIATION AND FORENSIC NURSES ACROSS THE STATE TO WRITE AND RELEASE HUMAN TRAFFICKING: GUIDELINES FOR HEALTH CARE PROVIDERS. THE GUIDELINES OUTLINE THE SERVE, IDENTIFY, RESPOND, AND EVALUATE (SIRV) MODEL, WHICH OFFERS BEST PRACTICES TO SCREEN, IDENTIFY, AND SUPPORT VICTIMS OF SEX AND LABOR TRAFFICKING IN A MEDICAL SETTING. THE PROPOSED PROJECT WILL APPLY THE SIRV MODEL TO THE EMERGENCY DEPARTMENT, DOMESTIC VIOLENCE/SEXUAL ASSAULT CENTER, OB/GYN, BEHAVIORAL HEALTH, AND AMBULATORY UNITS OF UM CRMC TO IMPROVE CARE AND OUTCOMES FOR VICTIMS OF SEX AND LABOR TRAFFICKING. THIS PROJECT WILL BENEFIT INDIVIDUALS WHO ARE HIGH-RISK OR HAVE EXPERIENCED TRAFFICKING BY EMPOWERING HEALTHCARE WORKERS AT UM CRMC TO IDENTIFY TRAFFICKING RISK AND OFFER EVIDENCE-BASED, TRAUMA-INFORMED, PATIENT-CENTERED, AND CULTURALLY APPROPRIATE SUPPORT AND SERVICES. THE PROJECT ACTIVITIES WILL INCLUDE COMPREHENSIVE TRAINING ON THE SIRV MODEL, CREATING TRAFFICKING POLICIES AND PROTOCOLS, BUILDING PARTNERSHIPS AND A ROBUST COMMUNITY REFERRAL NETWORK, AND RIGOROUS PROGRAM EVALUATION. THE PROJECT WILL SERVE AS A PILOT FOR THE IMPLEMENTATION OF THE SIRV MODEL, WITH THE INTENTION OF SCALING THE MODEL TO OTHER MARYLAND HOSPITALS.",MD,MD04000,252,department-of-justice,ASST_NON_15POVC22GG03819HT_015
231634065,15PNIJ23GG01926HT,RESEARCH TRIANGLE INSTITUTE,2024-01-01,2026-12-31,799859.0,Department of Justice,Office of Justice Programs,16.320,"TWENTY YEARS AFTER PASSAGE OF THE TRAFFICKING VICTIMS PROTECTION ACT, THE FIELD OF HUMAN TRAFFICKING (HT) STILL LACKS EVIDENCE-BASED SERVICE MODELS TO SUPPORT VICTIMS AND SURVIVORS OF HT. THERE REMAINS A CRITICAL NEED FOR OUTCOME EVALUATIONS THAT CAN ADVANCE THE EVIDENCE BASE GUIDING POLICY AND PRACTICE. RTI INTERNATIONAL DEVELOPED THE OUTCOMES FOR HUMAN TRAFFICKING SURVIVORS (OHTS) INSTRUMENT IN RESPONSE TO THE URGENT NEED FOR OUTCOME EVALUATIONS OF HT SERVICES. THE OHTS IS THE MOST RIGOROUSLY DEVELOPED AND TESTED INSTRUMENT AVAILABLE TO EVALUATE HT SERVICE MODELS. 

THE CALIFORNIA OFFICE OF EMERGENCY SERVICES HUMAN TRAFFICKING VICTIM ASSISTANCE (HTVA) GRANT PROGRAM FUNDS 31 ORGANIZATIONS TO PROVIDE COMPREHENSIVE SERVICES TO SEX AND LABOR TRAFFICKING VICTIMS. HTVA GRANTEES ARE REQUIRED TO COLLECT QUARTERLY CLIENT-LEVEL PROCESS AND OUTCOME DATA USING THE OHTS INSTRUMENT. 

THIS PROPOSED STUDY LEVERAGES RTIS PREVIOUS NATIONAL INSTITUTE OF JUSTICEFUNDED WORK TO CONDUCT A MULTI-METHOD, MULTI-SITE PROGRAM EVALUATION OF THREE HT SERVICE MODELS (I.E., COMPREHENSIVE SERVICE MODEL, COORDINATED CARE SERVICE MODEL, AND HOUSING FIRST SERVICE MODEL). FIRST, RTI WILL CONDUCT A PROCESS DESIGNED TO DESCRIBE HTVA GRANTEE PROGRAM FUNCTIONING AND CAPACITY; SERVICE MODELS; SERVICE RECEIPT CHARACTERISTICS, COMMUNITY PARTNERSHIPS, OHTS IMPLEMENTATION EXPERIENCES; TRAFFICKING VICTIMIZATION EXPERIENCES; AND DEMOGRAPHICS. SECOND, RTI WILL CONDUCT A RIGOROUS QUASI-EXPERIMENTAL OUTCOME EVALUATION DESIGNED TO TEST THE IMPACT OF THREE SERVICE MODELS AND SERVICE RECEIPT CHARACTERISTICS ON OHTS CLIENT OUTCOMES; EXPLORE LONGITUDINAL SURVIVOR OUTCOME TRAJECTORIES; AND ASSESS RACE EQUITY DISPARITIES IN SERVICES AND OUTCOMES. THIRD, RTI WILL CONDUCT A SURVIVOR EQUITY AND ACCESS STUDY TO EXAMINE SYSTEMIC, PERSONAL, AND LOGISTICAL BARRIERS TO SERVICE AND REFERRAL ACCESS AND UPTAKE AMONG HUMAN TRAFFICKING CLIENTS AND SURVIVORS. FINALLY, RTI WILL TRANSLATE RESEARCH TO PRACTICE BY DEVELOPING AND DISSEMINATING USER-FRIENDLY PRODUCTS, INCLUDING CALIFORNIA STATE- AND SITE-LEVEL REPORTS, AND AN HT EVALUATION TOOLKIT EACH DESIGNED TO SUPPORT POLICY, RESEARCH, AND PRACTICE.
THIS STUDY WILL ESTABLISH A FOUNDATION FOR EVIDENCE-BASED SERVICE MODELS THAT ARE URGENTLY NEEDED TO ADDRESS SURVIVORS NEEDS AND SUPPORT THE CRIMINAL JUSTICE SYSTEM RESPONSE TO HT. CONCURRENTLY, IT WILL PRODUCE THE LARGEST AND MOST COMPREHENSIVE ASSESSMENT TO DATE OF SURVIVOR OUTCOMES OVER TIME, ADDRESSING IMMEDIATE INFORMATION NEEDS AMONG HT COMPREHENSIVE SERVICE PROGRAMS. THE OHTS WILL SUPPORT THE RIGOROUS RESEARCH AND EVALUATION DESIGNS NEEDED TO IDENTIFY LONGITUDINAL ASSOCIATIONS BETWEEN PROGRAM PARTICIPATION AND OUTCOMES. THESE FINDINGS CAN, IN TURN, GUIDE PROGRAM INVESTMENTS AND POLICY DEVELOPMENT WITHIN CALIFORNIA, THE OFFICE FOR VICTIMS OF CRIME, AND OTHER PUBLIC AND PRIVATE ENTITIES ADDRESSING HT.",NC,NC19000,252,department-of-justice,ASST_NON_15PNIJ23GG01926HT_015
231635099,15POVC22GG03718MINO,"CAPITAL CITY YOUTH SERVICES, INC.",2022-10-01,2026-09-30,799855.0,Department of Justice,Office of Justice Programs,16.320,"CAPITAL CITY YOUTH SERVICES (CCYS) SERVES HOMELESS, RUNAWAY, AND SEXUALLY EXPLOITED YOUTH (AGED 11-24). THROUGH SIX CORE PROGRAMS, CCYS PROVIDES EMERGENCY SHELTER, CRISIS INTERVENTION, STREET BASED OUTREACH, DROP-IN CENTER SERVICES, MENTAL HEALTH COUNSELING, AS WELL AS SHORT AND LONG-TERM HOUSING RELATED SUPPORT TO YOUTH AND FAMILIES RESIDING IN – OR TRAVELING THROUGH – THE BIG BEND REGION IN THE STATE OF FLORIDA. FUNDING WILL 1) PROVIDE TRANSITIONAL HOUSING TO 60 UNDUPLICATED YOUTH (AGED 11-17), AND RAPID REHOUSING TO 20 YOUTH (AGED 18-24) WHO HAVE BEEN VICTIMIZED BY HUMAN TRAFFICKING; 2) OFFER NINE TRAININGS ON HUMAN TRAFFICKING TO REACH 1200 COMMUNITY PROVIDERS AND STAKEHOLDERS; 3) PROVIDE SUPPORT SERVICES AND REFERRALS TO 100 UNDUPLICATED YOUTH VICTIMS OF HUMAN TRAFFICKING; 4) DEVELOP A POLICY-FOCUSED HUMAN TRAFFICKING COMMITTEE, INCREASING AND IMPROVING RESOURCES AVAILABLE TO VICTIMS IN THE BIG BEND REGION; 5) PROVIDE FEDERAL, STATE, AND LOCAL AGENCIES WITH OUTCOMES, BEST PRACTICES THROUGH ONGOING COLLABORATION WITH THE LOCAL CONTINUUM OF CARE, HUMAN TRAFFICKING COALITION, AND ALLIED PROFESSIONALS.",FL,FL70600,252,department-of-justice,ASST_NON_15POVC22GG03718MINO_015
231635082,15POVC22GG03682MINO,UNDER 21,2022-10-01,2025-09-30,799835.0,Department of Justice,Office of Justice Programs,16.320,"COVENANT HOUSE NEW YORK (CHNY) WILL PROVIDE 6 TO 24 MONTHS OF TRANSITIONAL HOUSING TO YOUTH EXPERIENCING HOMELESSNESS WHO HAVE EXPERIENCED TRAFFICKING, AND/OR ARE AT RISK OF EXPLOITATION, WITH A FOCUS ON EDUCATION AND EMPLOYMENT SERVICES, HOUSING SEARCH AND ASSISTANCE. YOUTH IN THIS PROGRAM WILL HAVE ACCESS TO CHNY’S OTHER SUPPORTIVE SERVICES, INCLUDING MEDICAL AND MENTAL HEALTH CARE, AND YOUTH DEVELOPMENT SUPPORT, AS WELL AS PERMANENCY PLANNING SERVICES, WORKING CLOSELY WITH HOUSING SPECIALISTS ACROSS CHNY’S HOUSING CONTINUUM. ALL SERVICES WILL BE DELIVERED AT CHNY’S MAIN SERVICE CENTER IN MIDTOWN MANHATTAN, OR AT ONE OF THEIR BRONX SATELLITE SITES. CHNY EXPECTS TO SCREEN OVER 1,000 YOUNG PEOPLE, PROVIDING COMPREHENSIVE SERVICES TO APPROXIMATELY 150 VICTIMS OF HUMAN TRAFFICKING OVER THE TERM OF THE GRANT PERIOD, IN-HOUSE AND VIA COLLABORATIONS WITH OTHER SERVICE PROVIDERS.  ADDITIONALLY, CHNY WILL PROVIDE TRAINING AND TECHNICAL ASSISTANCE TO PARTNER PROVIDERS IN THE COMMUNITY TO RAISE AWARENESS OF AND IMPROVE SERVICES TO HUMAN TRAFFICKING VICTIMS IN NEW YORK CITY AND BEYOND.",NY,NY51000,252,department-of-justice,ASST_NON_15POVC22GG03682MINO_015
